weekday,time,lat,lon,d_i,death,injury
0,7,48,48,0,0,0
0,7,84,72,0,0,0
0,7,42,90,1,0,1
0,7,45,55,1,0,1
0,8,55,45,0,0,0
0,8,54,44,0,0,0
0,8,51,66,0,0,0
0,8,49,64,0,0,0
0,8,65,53,0,0,0
0,8,64,47,0,0,0
0,8,66,49,0,0,0
0,8,60,87,1,0,1
0,8,39,43,0,0,0
0,8,52,85,0,0,0
0,8,40,53,0,0,0
0,8,31,31,1,0,1
0,8,79,55,0,0,0
0,9,67,62,0,0,0
0,9,59,46,0,0,0
6,0,59,60,0,0,0
6,11,87,65,0,0,0
6,11,51,82,0,0,0
6,11,17,22,0,0,0
6,11,44,67,0,0,0
6,11,24,53,0,0,0
6,11,57,45,1,0,1
6,11,40,53,0,0,0
2,12,46,44,0,0,0
6,11,43,71,1,0,1
6,12,40,53,0,0,0
6,12,59,83,1,0,2
6,12,66,53,0,0,0
6,12,57,71,0,0,0
5,18,65,76,0,0,0
6,12,56,55,1,0,1
6,12,58,81,1,0,2
6,12,36,51,0,0,0
6,12,39,75,0,0,0
6,12,91,62,0,0,0
6,13,55,55,0,0,0
6,13,55,50,1,0,1
6,13,68,56,0,0,0
6,13,51,53,0,0,0
6,13,69,79,0,0,0
6,13,78,72,0,0,0
6,13,53,49,0,0,0
6,13,22,73,1,0,2
6,13,73,58,0,0,0
6,14,47,85,0,0,0
6,14,55,47,0,0,0
6,14,60,45,0,0,0
6,14,70,50,0,0,0
6,14,66,51,0,0,0
6,14,63,75,0,0,0
6,14,35,30,0,0,0
6,14,24,65,1,0,1
6,14,42,92,1,0,2
6,14,42,65,0,0,0
6,14,24,62,0,0,0
6,14,25,50,1,0,5
6,14,48,71,0,0,0
6,15,42,80,0,0,0
6,15,64,50,0,0,0
6,15,51,53,0,0,0
6,15,17,14,0,0,0
6,15,56,55,0,0,0
6,15,26,48,1,0,1
6,16,61,68,1,0,1
6,16,58,69,1,0,1
6,16,69,55,0,0,0
6,17,42,46,0,0,0
6,17,51,79,0,0,0
6,18,41,70,0,0,0
6,19,27,90,0,0,0
6,1,85,57,1,0,1
6,20,62,46,0,0,0
6,20,67,62,0,0,0
6,20,48,70,0,0,0
6,20,50,47,0,0,0
6,20,63,49,1,0,1
6,20,54,46,0,0,0
6,20,67,82,0,0,0
6,20,42,53,0,0,0
6,20,90,73,0,0,0
6,20,53,83,0,0,0
6,20,43,58,1,0,1
6,21,65,54,0,0,0
6,21,32,40,1,0,1
6,21,82,56,0,0,0
6,21,57,64,0,0,0
6,21,63,76,0,0,0
6,21,65,50,0,0,0
6,21,30,47,0,0,0
6,21,49,58,0,0,0
6,21,61,64,0,0,0
6,21,45,62,0,0,0
6,21,39,66,0,0,0
6,22,39,70,0,0,0
6,22,58,45,0,0,0
6,22,35,41,1,0,1
6,22,34,50,0,0,0
6,22,77,54,0,0,0
6,22,62,84,0,0,0
6,23,46,74,0,0,0
6,23,56,88,0,0,0
6,23,35,45,1,0,1
6,23,59,72,1,0,1
6,2,55,53,0,0,0
6,2,62,51,0,0,0
6,2,23,54,0,0,0
6,2,38,54,0,0,0
6,2,29,30,1,0,1
6,2,81,61,1,0,1
6,2,78,70,0,0,0
6,2,38,64,1,0,1
6,3,63,64,0,0,0
6,3,42,57,0,0,0
6,3,88,60,0,0,0
6,3,48,74,0,0,0
6,3,60,59,0,0,0
6,3,66,47,0,0,0
6,3,50,91,0,0,0
6,4,56,94,0,0,0
6,4,34,41,0,0,0
6,4,76,66,1,0,1
6,4,64,79,0,0,0
6,4,28,51,0,0,0
6,4,76,58,1,0,3
6,4,54,44,0,0,0
6,5,41,58,0,0,0
6,5,45,57,0,0,0
6,5,57,45,0,0,0
6,5,37,30,0,0,0
6,5,31,64,0,0,0
6,5,42,89,0,0,0
6,5,75,60,0,0,0
6,5,61,64,0,0,0
6,6,27,46,1,0,1
6,6,45,61,0,0,0
6,6,33,31,0,0,0
6,6,91,72,0,0,0
6,8,40,53,0,0,0
6,8,48,82,0,0,0
6,8,48,69,0,0,0
6,8,39,66,0,0,0
6,8,30,54,0,0,0
6,8,79,56,0,0,0
6,8,42,60,0,0,0
6,9,26,89,1,0,4
6,9,89,68,0,0,0
6,9,26,48,0,0,0
5,0,61,48,0,0,0
5,0,51,79,1,0,1
5,0,41,66,0,0,0
5,0,43,82,0,0,0
5,0,46,81,0,0,0
5,0,52,59,1,0,1
5,10,48,47,1,0,1
5,10,54,50,1,0,1
5,10,67,54,0,0,0
5,10,62,76,0,0,0
5,10,37,58,1,0,2
5,10,85,64,0,0,0
5,11,70,78,0,0,0
5,12,58,50,1,0,2
5,12,46,47,0,0,0
5,12,63,50,0,0,0
5,12,69,86,0,0,0
5,13,64,84,0,0,0
5,13,56,65,0,0,0
5,13,50,66,0,0,0
5,13,22,24,0,0,0
5,13,59,99,0,0,0
5,13,51,65,0,0,0
5,13,87,65,0,0,0
5,13,78,72,1,0,1
5,13,42,78,0,0,0
5,13,84,57,0,0,0
5,13,22,47,1,0,1
5,13,44,46,1,0,1
5,13,41,69,1,0,1
5,13,64,59,0,0,0
5,13,52,78,0,0,0
5,14,76,60,0,0,0
5,14,77,63,0,0,0
5,14,22,44,0,0,0
5,14,65,89,0,0,0
5,14,48,47,0,0,0
5,14,43,53,0,0,0
5,14,45,55,0,0,0
5,14,40,56,1,0,1
5,14,38,61,0,0,0
5,14,22,24,0,0,0
5,14,18,16,0,0,0
5,14,66,58,0,0,0
5,14,85,63,0,0,0
5,14,48,55,0,0,0
5,14,43,71,0,0,0
5,14,27,29,0,0,0
5,14,48,74,0,0,0
5,14,56,46,1,0,1
5,14,53,47,0,0,0
5,14,64,61,0,0,0
5,14,58,44,0,0,0
5,14,41,89,0,0,0
5,15,74,57,0,0,0
5,15,74,62,0,0,0
5,16,31,50,0,0,0
5,16,23,52,0,0,0
5,16,63,48,0,0,0
5,16,50,59,1,0,1
5,16,71,49,0,0,0
5,16,51,53,1,0,1
5,16,51,93,0,0,0
5,16,29,43,0,0,0
5,17,28,51,0,0,0
5,17,53,71,0,0,0
5,17,81,70,1,0,1
5,17,43,58,0,0,0
5,17,37,58,0,0,0
5,17,50,63,1,0,1
5,17,45,64,1,0,7
5,17,45,64,1,0,7
5,17,78,66,0,0,0
5,17,43,60,0,0,0
5,17,62,62,0,0,0
5,18,57,45,0,0,0
5,18,51,79,0,0,0
5,18,60,74,1,0,1
5,18,85,69,0,0,0
5,18,27,53,0,0,0
5,18,39,53,0,0,0
5,18,77,56,0,0,0
5,18,81,56,0,0,0
5,18,83,76,1,0,1
5,18,31,27,0,0,0
5,18,64,50,0,0,0
5,18,39,66,1,0,2
5,19,35,63,0,0,0
5,19,50,87,0,0,0
5,19,55,63,0,0,0
5,19,51,66,0,0,0
5,19,64,49,0,0,0
5,19,60,71,0,0,0
5,19,63,51,1,0,1
5,19,60,48,0,0,0
5,19,58,86,1,0,1
5,19,42,84,1,0,2
5,19,56,46,0,0,0
5,19,78,64,1,0,1
5,19,51,78,0,0,0
5,19,72,56,0,0,0
5,19,83,76,0,0,0
5,19,65,77,0,0,0
5,19,51,83,1,0,1
5,1,63,63,0,0,0
5,20,57,69,0,0,0
5,20,89,77,0,0,0
5,20,51,57,0,0,0
5,20,40,55,0,0,0
5,20,75,56,0,0,0
5,20,46,50,0,0,0
5,20,55,46,1,0,1
5,20,79,57,1,0,1
5,21,57,62,0,0,0
5,21,48,49,1,0,4
5,22,46,88,0,0,0
5,22,64,53,0,0,0
5,22,59,49,0,0,0
5,22,63,48,0,0,0
5,22,46,88,0,0,0
5,22,80,70,0,0,0
5,22,27,89,0,0,0
5,22,43,65,0,0,0
5,22,63,51,0,0,0
5,22,25,28,1,0,1
5,22,44,73,0,0,0
5,22,24,53,0,0,0
5,22,57,45,0,0,0
5,22,65,49,0,0,0
5,23,83,65,0,0,0
5,23,82,63,0,0,0
5,23,35,43,0,0,0
5,23,58,86,0,0,0
5,23,56,51,0,0,0
5,23,64,49,0,0,0
5,23,65,48,0,0,0
2,8,86,69,0,0,0
5,23,46,83,1,0,3
5,23,78,57,0,0,0
5,23,81,56,0,0,0
5,3,50,79,0,0,0
5,3,90,72,0,0,0
5,3,78,66,0,0,0
5,3,36,55,1,0,1
5,4,63,47,1,0,2
5,4,38,60,1,0,1
5,4,47,68,0,0,0
5,5,64,49,0,0,0
5,5,30,13,1,0,2
5,5,63,47,0,0,0
5,5,73,58,0,0,0
5,5,49,61,0,0,0
5,5,38,28,0,0,0
5,6,23,53,0,0,0
5,6,29,13,1,0,1
5,6,62,63,0,0,0
5,6,61,50,1,0,3
5,6,83,63,1,0,1
5,7,63,46,0,0,0
5,7,61,67,0,0,0
5,7,35,66,0,0,0
5,7,35,60,0,0,0
5,7,40,65,0,0,0
5,7,60,93,1,0,1
5,8,58,46,0,0,0
5,8,44,54,0,0,0
5,8,56,48,0,0,0
5,8,62,47,0,0,0
5,9,68,74,0,0,0
5,9,61,64,0,0,0
5,9,44,74,0,0,0
5,9,29,45,0,0,0
5,9,47,51,0,0,0
5,9,51,67,0,0,0
5,9,60,59,1,0,1
4,10,54,65,0,0,0
4,10,33,51,0,0,0
4,10,58,78,0,0,0
4,10,86,64,0,0,0
4,10,9,9,1,0,1
4,10,68,55,0,0,0
4,11,75,66,0,0,0
4,11,21,47,0,0,0
4,11,63,48,0,0,0
4,11,61,66,0,0,0
4,11,40,62,0,0,0
4,11,78,70,0,0,0
4,11,57,49,0,0,0
4,11,63,77,0,0,0
4,11,60,68,0,0,0
4,11,42,47,1,0,1
4,11,25,56,1,0,3
4,11,84,57,0,0,0
4,11,27,50,0,0,0
4,11,44,60,0,0,0
4,11,65,61,0,0,0
4,12,81,70,0,0,0
4,12,28,47,0,0,0
4,12,27,56,0,0,0
4,12,70,54,0,0,0
4,12,73,57,0,0,0
4,12,59,67,0,0,0
4,12,49,50,0,0,0
4,12,36,42,0,0,0
4,12,35,55,0,0,0
4,12,56,73,0,0,0
4,12,48,56,0,0,0
4,12,75,56,0,0,0
4,12,34,45,0,0,0
4,12,45,66,0,0,0
4,12,42,58,0,0,0
4,13,79,59,0,0,0
4,13,48,58,0,0,0
4,13,66,62,0,0,0
4,13,42,91,0,0,0
4,13,21,26,0,0,0
4,13,89,64,1,0,1
4,13,27,32,0,0,0
4,13,37,58,0,0,0
4,13,34,43,0,0,0
4,13,60,66,0,0,0
4,13,43,60,1,0,2
4,13,85,61,0,0,0
4,13,85,61,0,0,0
4,13,70,55,0,0,0
4,13,61,90,0,0,0
4,14,80,62,0,0,0
4,14,74,58,0,0,0
4,14,59,67,0,0,0
4,14,50,53,0,0,0
4,14,75,52,1,0,1
4,14,51,67,1,0,1
4,14,83,65,0,0,0
4,14,49,49,0,0,0
4,14,42,47,0,0,0
4,14,64,47,0,0,0
4,14,64,79,0,0,0
4,14,55,48,0,0,0
4,14,66,53,0,0,0
4,14,68,77,0,0,0
4,14,50,62,0,0,0
4,14,67,65,0,0,0
4,14,46,82,0,0,0
4,14,60,56,1,0,1
4,14,37,49,0,0,0
4,14,74,52,0,0,0
4,14,62,50,0,0,0
4,14,49,68,0,0,0
4,14,47,80,1,0,3
4,14,89,65,1,0,4
4,14,88,76,0,0,0
4,15,30,29,0,0,0
4,15,57,69,0,0,0
4,15,62,48,1,0,1
4,15,63,47,0,0,0
4,15,43,47,1,0,1
4,15,57,69,0,0,0
4,15,42,92,0,0,0
4,15,50,85,0,0,0
4,15,26,54,1,0,1
4,15,53,74,0,0,0
4,15,36,51,0,0,0
4,15,32,41,0,0,0
4,15,67,54,0,0,0
4,15,41,66,1,0,2
4,15,60,94,0,0,0
4,15,47,73,0,0,0
4,15,90,63,0,0,0
4,16,45,59,0,0,0
4,16,30,60,0,0,0
4,16,59,58,1,0,2
4,16,38,48,0,0,0
4,16,80,60,0,0,0
4,16,58,69,0,0,0
4,16,46,64,0,0,0
4,16,60,46,0,0,0
4,16,51,55,0,0,0
4,17,23,49,0,0,0
4,17,51,63,1,0,1
4,17,63,50,0,0,0
4,17,59,50,0,0,0
4,17,74,57,1,0,1
4,17,54,78,0,0,0
4,17,66,68,0,0,0
4,17,54,49,0,0,0
4,17,59,48,0,0,0
4,17,45,64,0,0,0
4,17,56,45,0,0,0
4,17,55,61,0,0,0
4,17,60,61,0,0,0
4,17,46,92,0,0,0
4,17,45,81,0,0,0
4,17,65,77,0,0,0
4,17,45,64,0,0,0
4,17,71,56,0,0,0
4,17,43,54,1,0,1
4,17,78,66,0,0,0
4,17,64,49,0,0,0
4,18,34,24,1,0,2
4,18,18,10,0,0,0
4,18,45,75,0,0,0
4,18,47,50,0,0,0
4,18,87,60,0,0,0
4,18,49,88,0,0,0
4,18,57,73,0,0,0
4,18,48,54,1,0,1
4,18,37,33,0,0,0
4,18,87,66,0,0,0
4,18,55,47,1,0,1
4,19,64,50,0,0,0
4,19,60,66,0,0,0
4,19,51,81,0,0,0
4,19,85,64,1,0,1
4,19,13,17,1,0,1
4,19,37,64,0,0,0
4,19,59,71,0,0,0
4,19,59,64,0,0,0
4,19,70,50,0,0,0
4,19,52,74,0,0,0
4,19,88,76,0,0,0
4,19,39,66,0,0,0
4,19,24,53,0,0,0
4,19,39,56,1,0,1
4,19,38,42,0,0,0
4,19,47,77,0,0,0
4,20,38,45,0,0,0
4,20,62,46,0,0,0
4,20,83,57,0,0,0
4,20,29,46,0,0,0
4,20,62,47,1,0,1
4,20,62,47,0,0,0
4,20,31,62,0,0,0
4,21,57,49,0,0,0
4,21,56,45,0,0,0
4,21,68,53,0,0,0
4,21,50,58,0,0,0
4,21,26,62,0,0,0
4,21,62,49,0,0,0
4,22,50,62,0,0,0
4,22,39,55,0,0,0
4,22,69,51,0,0,0
4,22,86,64,1,0,1
4,22,59,48,0,0,0
4,22,62,49,0,0,0
4,22,37,68,1,0,1
4,22,63,49,0,0,0
4,22,41,73,1,0,1
4,23,35,66,0,0,0
4,23,58,69,0,0,0
4,23,60,49,0,0,0
4,23,51,87,1,0,1
4,23,41,62,0,0,0
4,2,43,63,0,0,0
4,2,80,61,0,0,0
4,2,49,49,0,0,0
4,2,64,59,0,0,0
4,4,20,22,0,0,0
4,4,53,93,1,0,2
4,5,51,80,0,0,0
4,5,56,74,0,0,0
4,6,28,47,0,0,0
4,6,76,56,0,0,0
4,6,42,63,1,0,1
4,6,64,52,0,0,0
4,6,53,68,0,0,0
4,7,48,59,0,0,0
4,7,19,11,0,0,0
4,7,63,57,0,0,0
4,7,68,74,0,0,0
4,7,61,48,0,0,0
4,7,46,56,0,0,0
4,7,64,87,0,0,0
4,7,35,53,1,0,2
4,8,46,46,0,0,0
4,8,55,80,0,0,0
4,8,86,64,1,0,1
4,8,40,95,0,0,0
4,8,45,55,0,0,0
4,8,71,55,0,0,0
4,8,86,63,0,0,0
4,8,40,57,0,0,0
4,8,55,89,0,0,0
4,9,61,77,0,0,0
4,9,62,77,0,0,0
4,9,66,77,0,0,0
4,9,38,44,0,0,0
4,9,91,63,0,0,0
4,9,34,24,0,0,0
4,9,45,60,1,0,1
3,0,40,58,0,0,0
3,0,31,44,0,0,0
3,0,72,50,0,0,0
3,0,48,73,1,0,2
3,0,72,56,0,0,0
3,0,87,65,0,0,0
3,0,38,61,0,0,0
3,10,42,66,0,0,0
3,10,31,29,1,0,1
3,10,31,42,0,0,0
3,10,72,51,0,0,0
3,11,77,61,0,0,0
3,11,18,16,1,0,1
3,11,47,83,0,0,0
3,11,62,60,0,0,0
3,12,28,57,0,0,0
3,12,63,91,0,0,0
3,12,59,64,1,0,2
3,12,62,51,0,0,0
3,12,49,90,1,0,1
3,13,48,53,0,0,0
3,14,28,90,0,0,0
3,14,23,29,0,0,0
3,14,82,69,0,0,0
3,14,44,67,1,0,1
3,14,76,63,0,0,0
3,14,37,43,0,0,0
3,14,62,64,1,0,6
3,14,41,65,1,0,1
3,14,40,53,0,0,0
3,14,80,60,0,0,0
3,14,31,55,0,0,0
3,14,36,40,0,0,0
3,14,30,59,0,0,0
3,14,47,69,1,0,5
3,15,34,65,0,0,0
3,15,58,64,0,0,0
3,15,44,53,0,0,0
3,15,24,57,0,0,0
3,16,92,62,0,0,0
3,16,41,60,0,0,0
3,16,45,60,0,0,0
3,16,54,90,0,0,0
3,16,37,48,0,0,0
3,16,38,62,0,0,0
3,16,57,50,0,0,0
3,16,46,80,0,0,0
3,16,64,53,0,0,0
3,16,48,62,0,0,0
3,16,69,73,0,0,0
3,17,81,67,0,0,0
3,17,43,72,0,0,0
3,17,15,11,0,0,0
3,17,25,30,1,0,1
3,17,41,60,1,0,3
3,17,45,65,0,0,0
3,17,54,91,1,0,2
3,17,30,50,0,0,0
3,17,27,48,0,0,0
3,17,32,26,0,0,0
3,17,35,24,1,0,1
3,17,77,57,1,0,1
3,17,56,47,0,0,0
3,17,37,33,0,0,0
3,18,61,50,0,0,0
3,18,23,27,0,0,0
3,18,51,80,0,0,0
3,18,50,74,0,0,0
3,18,65,47,0,0,0
3,19,47,55,0,0,0
3,19,27,46,1,0,1
3,19,48,67,0,0,0
3,19,43,54,0,0,0
3,19,63,51,0,0,0
3,19,59,63,0,0,0
3,19,81,66,0,0,0
3,19,64,46,0,0,0
3,19,65,76,0,0,0
3,19,59,55,1,0,1
3,19,32,44,0,0,0
3,1,42,65,0,0,0
3,1,76,63,0,0,0
3,20,30,50,0,0,0
3,20,44,82,0,0,0
3,20,56,72,1,0,1
3,20,62,50,0,0,0
3,20,61,64,0,0,0
3,20,30,48,0,0,0
3,20,57,59,0,0,0
3,20,52,82,0,0,0
3,20,66,52,1,0,3
3,20,92,72,0,0,0
3,20,43,93,1,0,1
3,20,62,57,0,0,0
3,20,59,45,1,0,1
3,21,30,53,0,0,0
3,21,29,30,0,0,0
3,21,47,78,0,0,0
3,21,61,57,1,0,3
3,21,74,52,0,0,0
3,21,34,59,0,0,0
3,21,73,53,0,0,0
3,22,91,62,0,0,0
3,22,63,48,0,0,0
3,22,36,56,0,0,0
3,22,36,58,0,0,0
3,22,53,93,0,0,0
3,22,46,76,1,0,2
3,23,55,54,0,0,0
3,23,31,58,0,0,0
3,23,65,50,0,0,0
3,23,67,64,0,0,0
3,23,63,95,0,0,0
3,23,51,45,1,0,1
3,23,32,46,0,0,0
3,23,55,80,0,0,0
3,23,67,73,1,0,1
3,23,63,70,0,0,0
3,2,44,74,1,0,6
3,2,16,15,1,0,1
3,2,60,50,0,0,0
3,2,53,58,0,0,0
3,2,54,69,0,0,0
3,2,77,63,0,0,0
3,2,84,69,0,0,0
3,2,60,47,1,0,1
3,2,49,72,1,0,2
3,2,36,23,1,0,2
3,3,60,69,1,0,2
3,3,60,45,0,0,0
3,3,66,47,0,0,0
3,3,36,57,0,0,0
3,3,64,53,0,0,0
3,4,85,69,0,0,0
3,4,66,55,0,0,0
3,4,83,70,0,0,0
3,4,78,66,0,0,0
3,4,39,70,1,0,2
3,4,56,58,0,0,0
3,4,54,48,0,0,0
3,5,46,87,0,0,0
3,5,64,70,0,0,0
3,5,85,69,0,0,0
3,6,46,55,0,0,0
3,6,53,83,0,0,0
3,6,46,81,0,0,0
3,6,40,87,0,0,0
3,7,56,45,0,0,0
3,7,59,50,1,0,1
3,7,79,71,0,0,0
3,7,44,68,0,0,0
3,8,62,81,0,0,0
3,8,26,90,0,0,0
3,9,43,59,0,0,0
3,9,48,59,1,0,1
3,9,34,59,0,0,0
3,9,60,69,0,0,0
2,0,52,72,1,0,1
2,10,37,47,0,0,0
2,10,62,48,0,0,0
2,10,88,66,1,0,1
2,11,58,45,0,0,0
2,11,96,72,0,0,0
2,11,57,65,0,0,0
2,11,79,69,1,0,1
2,11,64,50,0,0,0
2,11,61,59,0,0,0
2,11,79,66,0,0,0
2,11,20,21,1,0,1
2,11,79,68,0,0,0
2,11,41,58,0,0,0
2,11,64,50,0,0,0
2,11,59,65,0,0,0
2,12,25,53,0,0,0
2,12,57,71,0,0,0
2,12,54,60,0,0,0
2,12,26,31,0,0,0
2,12,58,60,1,0,1
2,12,59,50,0,0,0
2,12,48,48,0,0,0
2,12,40,88,0,0,0
2,12,20,13,0,0,0
2,12,37,51,0,0,0
2,12,28,53,0,0,0
2,12,65,57,0,0,0
2,12,61,77,0,0,0
2,12,56,66,0,0,0
2,12,36,92,0,0,0
2,12,69,51,0,0,0
2,13,22,51,0,0,0
2,13,49,84,0,0,0
2,13,39,45,0,0,0
2,13,41,92,0,0,0
2,13,65,59,0,0,0
2,13,55,56,0,0,0
2,13,31,46,0,0,0
2,13,90,73,0,0,0
2,13,36,63,0,0,0
2,13,82,56,0,0,0
2,13,32,33,0,0,0
2,13,61,48,0,0,0
2,13,36,40,0,0,0
2,13,30,53,0,0,0
2,14,53,56,0,0,0
2,14,54,46,0,0,0
2,14,94,72,0,0,0
2,14,27,63,0,0,0
2,14,54,47,0,0,0
2,14,60,57,0,0,0
2,14,63,61,0,0,0
2,14,32,51,0,0,0
2,14,61,66,0,0,0
2,14,42,92,0,0,0
2,14,52,47,0,0,0
2,14,75,62,1,0,2
2,14,57,48,0,0,0
2,14,23,75,0,0,0
2,14,40,65,0,0,0
2,14,96,73,0,0,0
2,14,85,58,0,0,0
2,14,65,69,0,0,0
2,14,43,49,0,0,0
2,14,21,26,0,0,0
2,14,43,56,0,0,0
2,14,64,52,0,0,0
2,14,26,62,0,0,0
2,14,29,53,0,0,0
2,15,64,52,0,0,0
2,15,52,63,0,0,0
2,15,26,47,0,0,0
2,15,62,46,0,0,0
2,15,56,82,0,0,0
2,15,74,57,1,0,1
2,15,75,55,0,0,0
2,15,87,62,0,0,0
2,15,49,81,0,0,0
2,15,62,61,0,0,0
2,15,61,49,0,0,0
2,15,62,60,0,0,0
2,15,58,69,0,0,0
2,15,62,48,1,0,1
2,16,57,69,0,0,0
2,16,62,58,0,0,0
2,16,46,80,0,0,0
2,16,45,65,1,0,1
2,16,46,81,1,0,4
2,16,89,77,0,0,0
3,12,84,63,1,0,1
3,12,56,63,0,0,0
3,12,51,86,0,0,0
3,12,47,78,0,0,0
3,12,64,54,0,0,0
3,12,65,47,0,0,0
3,12,36,30,0,0,0
3,12,66,62,0,0,0
3,12,87,63,0,0,0
3,12,28,47,0,0,0
3,12,49,63,1,0,2
3,12,55,45,0,0,0
3,12,60,54,0,0,0
3,12,30,19,0,0,0
3,13,58,48,0,0,0
3,13,54,47,0,0,0
3,13,56,79,0,0,0
2,16,29,30,0,0,0
2,16,40,65,0,0,0
2,16,24,27,0,0,0
2,16,81,63,1,0,1
2,16,33,50,0,0,0
2,17,49,53,0,0,0
2,17,62,60,0,0,0
2,17,58,68,0,0,0
2,17,66,76,1,0,1
2,17,26,56,0,0,0
2,17,93,73,1,0,1
2,17,83,66,0,0,0
2,17,28,52,0,0,0
2,17,32,51,0,0,0
2,17,42,84,0,0,0
2,17,31,56,1,0,1
2,17,58,70,1,0,2
2,17,35,55,0,0,0
2,18,65,78,0,0,0
2,18,33,51,0,0,0
2,18,67,80,0,0,0
2,18,44,46,0,0,0
2,18,55,48,0,0,0
2,18,70,54,0,0,0
2,18,96,63,0,0,0
2,18,49,49,0,0,0
2,18,52,64,0,0,0
2,18,54,71,0,0,0
2,18,61,65,0,0,0
2,19,54,62,0,0,0
2,19,50,61,0,0,0
2,19,72,56,0,0,0
2,19,52,59,0,0,0
2,21,61,71,0,0,0
2,21,31,40,1,0,1
2,21,61,69,1,0,2
2,21,55,45,0,0,0
2,21,85,70,0,0,0
2,21,48,74,0,0,0
2,21,12,18,0,0,0
2,21,38,43,1,0,2
2,21,44,71,1,0,2
2,21,26,30,1,0,2
2,22,87,62,0,0,0
2,23,83,59,1,0,1
2,23,41,60,0,0,0
2,23,78,56,0,0,0
2,23,49,68,0,0,0
2,23,76,64,1,0,1
2,23,42,48,0,0,0
2,2,35,52,0,0,0
2,2,58,47,0,0,0
2,3,42,78,0,0,0
2,3,28,47,0,0,0
2,3,52,60,1,0,1
2,4,64,52,1,0,2
2,5,64,46,0,0,0
2,6,64,59,0,0,0
2,6,54,77,0,0,0
2,6,45,46,0,0,0
2,6,65,62,0,0,0
2,6,61,47,0,0,0
2,7,62,61,1,0,1
2,7,64,52,0,0,0
2,7,94,70,0,0,0
2,7,48,69,0,0,0
2,7,30,23,0,0,0
2,7,34,45,0,0,0
2,8,40,55,1,0,1
2,8,83,64,0,0,0
2,8,24,51,0,0,0
2,8,61,89,0,0,0
2,8,61,50,0,0,0
2,8,44,79,1,0,2
2,9,35,46,0,0,0
2,9,62,69,0,0,0
2,9,50,56,0,0,0
2,9,73,57,0,0,0
2,9,70,50,0,0,0
2,9,82,68,0,0,0
2,9,25,55,0,0,0
2,9,63,46,0,0,0
2,9,44,58,0,0,0
2,9,69,55,0,0,0
2,9,42,55,1,0,1
2,9,32,57,0,0,0
1,0,89,61,1,0,1
1,0,43,69,0,0,0
1,0,36,54,0,0,0
1,0,59,48,0,0,0
1,0,58,46,0,0,0
1,0,57,62,0,0,0
1,0,63,48,1,0,1
1,0,61,45,0,0,0
1,0,41,54,1,0,1
1,10,31,61,0,0,0
1,10,68,78,0,0,0
1,10,48,54,0,0,0
1,10,77,65,0,0,0
1,10,53,47,0,0,0
1,10,23,49,0,0,0
1,10,60,50,0,0,0
1,10,31,26,0,0,0
1,10,44,68,1,0,1
1,10,65,54,1,0,1
1,10,63,58,1,0,1
1,10,54,46,0,0,0
1,10,67,55,0,0,0
1,11,38,53,0,0,0
1,11,34,60,0,0,0
1,11,31,61,0,0,0
1,11,62,50,0,0,0
1,11,53,46,0,0,0
1,11,61,55,0,0,0
1,11,57,82,0,0,0
1,11,16,17,0,0,0
1,11,42,81,0,0,0
1,11,55,45,1,0,1
1,11,42,46,0,0,0
1,11,74,57,0,0,0
1,11,43,46,0,0,0
1,11,58,70,0,0,0
1,11,76,63,1,0,1
1,11,65,66,0,0,0
1,11,43,56,0,0,0
1,11,64,51,1,0,1
1,11,60,55,0,0,0
1,11,64,71,0,0,0
1,11,65,60,1,0,2
1,11,55,45,0,0,0
1,11,24,79,0,0,0
1,11,62,72,0,0,0
1,11,78,72,0,0,0
1,11,70,54,0,0,0
1,11,83,74,0,0,0
1,11,92,67,0,0,0
1,11,61,57,0,0,0
1,12,70,77,0,0,0
1,12,66,62,1,0,1
1,12,57,45,0,0,0
1,12,63,91,0,0,0
1,12,44,59,1,0,2
1,12,88,60,0,0,0
1,12,54,45,0,0,0
1,12,90,71,0,0,0
1,12,54,57,0,0,0
1,12,44,63,0,0,0
1,12,25,55,0,0,0
1,12,61,47,0,0,0
1,12,61,67,0,0,0
1,12,44,71,0,0,0
1,12,35,60,1,0,1
1,12,50,80,0,0,0
1,12,69,50,0,0,0
1,12,70,50,0,0,0
1,12,42,86,0,0,0
1,13,85,66,0,0,0
1,13,48,53,0,0,0
1,13,64,53,0,0,0
1,13,64,83,0,0,0
1,13,27,89,0,0,0
1,13,34,43,0,0,0
1,13,51,81,1,0,1
1,13,64,46,1,0,2
1,13,54,78,1,0,1
1,13,66,62,0,0,0
1,13,88,72,1,0,1
1,13,78,64,0,0,0
1,13,27,46,0,0,0
1,13,54,47,0,0,0
1,13,63,65,0,0,0
1,13,41,71,1,0,6
1,13,33,44,0,0,0
1,13,42,58,1,0,2
1,13,40,45,0,0,0
1,13,62,92,0,0,0
1,13,32,51,0,0,0
1,13,61,99,0,0,0
1,13,86,60,0,0,0
1,13,50,53,0,0,0
1,14,18,10,0,0,0
1,14,45,61,1,0,1
1,14,94,70,0,0,0
1,14,65,66,0,0,0
1,14,42,47,0,0,0
1,14,38,45,0,0,0
1,14,76,81,0,0,0
1,14,51,58,0,0,0
1,14,26,56,0,0,0
1,14,63,67,0,0,0
1,14,58,69,0,0,0
1,14,42,74,0,0,0
1,14,18,16,0,0,0
1,14,87,61,0,0,0
