weekday,time,lat,lon,d_i,death,injury
0,14,33,51,0,0,0
0,14,50,61,0,0,0
0,14,67,52,0,0,0
0,14,36,48,0,0,0
0,14,71,56,0,0,0
0,14,60,55,0,0,0
0,14,49,49,1,0,1
0,14,43,55,0,0,0
0,14,45,50,0,0,0
0,14,78,62,0,0,0
0,15,35,51,0,0,0
0,15,25,54,0,0,0
0,15,65,87,0,0,0
0,15,50,75,0,0,0
0,15,33,49,0,0,0
0,15,64,50,0,0,0
0,15,25,34,0,0,0
0,15,67,84,0,0,0
0,15,32,52,0,0,0
0,15,56,63,0,0,0
0,15,90,66,1,0,1
0,15,44,69,0,0,0
0,15,46,52,0,0,0
0,15,59,46,0,0,0
0,15,56,84,0,0,0
0,15,35,53,0,0,0
0,15,82,57,1,0,1
0,15,71,51,0,0,0
0,15,36,51,0,0,0
0,15,69,50,0,0,0
0,15,66,48,0,0,0
0,15,70,80,0,0,0
0,15,80,61,0,0,0
0,15,27,52,0,0,0
0,15,64,51,0,0,0
0,15,74,57,0,0,0
0,15,59,55,0,0,0
0,15,43,68,0,0,0
0,15,65,79,0,0,0
0,15,50,56,0,0,0
0,16,81,60,0,0,0
0,16,89,71,0,0,0
0,16,39,53,0,0,0
0,16,56,45,0,0,0
0,16,63,50,0,0,0
0,16,52,80,0,0,0
0,16,14,20,1,0,1
0,16,65,55,1,0,1
0,16,47,73,1,0,2
0,16,32,56,0,0,0
0,16,68,54,0,0,0
0,16,76,57,1,0,2
0,16,46,45,0,0,0
0,16,23,53,0,0,0
0,16,52,47,0,0,0
0,16,81,56,0,0,0
0,16,36,57,1,0,1
0,16,62,63,1,0,1
0,16,53,83,1,0,1
0,16,64,65,0,0,0
0,16,59,48,1,0,1
0,16,62,90,0,0,0
0,16,30,49,0,0,0
0,16,36,62,0,0,0
0,16,38,43,0,0,0
0,16,63,69,0,0,0
0,16,56,86,0,0,0
0,17,47,47,0,0,0
0,17,62,50,0,0,0
0,17,63,50,0,0,0
0,17,64,50,0,0,0
0,17,59,62,0,0,0
0,17,40,63,1,0,3
0,17,40,54,1,0,1
0,17,45,49,0,0,0
0,17,72,57,0,0,0
4,12,63,47,0,0,0
4,12,45,57,1,0,1
4,12,80,77,0,0,0
4,12,87,63,0,0,0
4,12,63,47,0,0,0
4,12,65,84,0,0,0
4,12,63,58,0,0,0
4,12,68,50,0,0,0
4,12,77,53,0,0,0
4,12,51,44,0,0,0
0,18,49,61,0,0,0
0,18,50,62,0,0,0
0,18,61,49,0,0,0
0,18,33,43,1,0,1
0,18,10,7,0,0,0
0,18,91,69,0,0,0
0,18,63,63,0,0,0
0,18,83,66,1,0,1
0,18,62,50,0,0,0
0,18,24,56,1,0,1
0,18,56,48,1,0,1
0,18,24,27,0,0,0
0,18,56,71,1,0,1
0,18,61,57,1,0,1
0,18,45,57,0,0,0
0,18,69,55,1,0,1
0,18,32,59,0,0,0
0,18,61,49,0,0,0
0,18,82,70,0,0,0
0,18,39,55,0,0,0
0,18,26,87,0,0,0
0,18,72,57,1,0,1
0,18,39,45,1,0,1
0,18,20,26,0,0,0
0,18,45,95,1,0,2
0,19,79,60,0,0,0
0,19,89,74,0,0,0
0,19,31,50,0,0,0
0,19,38,51,0,0,0
0,19,75,57,0,0,0
0,19,37,29,0,0,0
0,19,64,49,1,0,1
0,19,53,47,0,0,0
0,19,43,87,1,0,1
0,19,63,66,1,0,1
0,19,79,68,0,0,0
0,19,60,97,1,0,1
0,19,35,64,0,0,0
0,19,60,48,0,0,0
0,19,55,89,0,0,0
0,19,68,54,0,0,0
0,19,43,64,0,0,0
0,1,44,54,0,0,0
0,1,28,45,0,0,0
0,1,58,54,0,0,0
0,1,91,61,0,0,0
0,20,46,68,0,0,0
0,20,32,41,0,0,0
0,20,77,54,0,0,0
0,20,44,69,1,0,1
0,20,78,61,0,0,0
0,20,50,57,0,0,0
0,20,38,53,1,0,1
0,20,42,74,1,0,2
0,20,78,65,0,0,0
0,20,44,60,0,0,0
0,20,49,80,0,0,0
0,20,36,53,0,0,0
0,20,83,61,1,0,1
0,20,69,50,0,0,0
0,20,48,94,0,0,0
0,20,44,81,0,0,0
0,20,84,73,0,0,0
0,21,41,58,1,0,1
0,22,33,48,0,0,0
0,22,47,49,0,0,0
0,22,59,45,0,0,0
0,22,50,90,1,0,1
0,22,25,52,0,0,0
0,22,63,48,0,0,0
0,22,72,51,1,0,1
0,2,59,53,0,0,0
0,4,94,68,0,0,0
0,4,63,53,0,0,0
0,4,30,44,0,0,0
0,5,38,46,1,0,1
0,5,61,54,0,0,0
0,5,53,78,0,0,0
0,6,81,68,0,0,0
0,6,44,67,0,0,0
0,6,43,85,0,0,0
0,6,46,53,0,0,0
0,6,29,48,0,0,0
0,6,50,79,0,0,0
0,7,50,54,1,0,1
0,7,42,90,1,0,1
0,7,64,52,0,0,0
0,7,56,90,0,0,0
0,7,60,64,1,0,1
0,7,62,46,0,0,0
0,7,35,32,1,0,1
0,7,52,57,0,0,0
0,8,46,70,0,0,0
0,8,33,51,0,0,0
0,8,48,80,0,0,0
0,8,28,29,0,0,0
0,8,70,76,1,0,1
0,8,67,88,0,0,0
0,8,42,65,0,0,0
0,8,44,59,0,0,0
0,8,57,73,1,0,1
0,9,53,45,0,0,0
0,9,46,85,0,0,0
0,9,64,77,1,0,2
0,9,56,71,0,0,0
0,9,52,81,0,0,0
0,9,40,56,1,0,1
0,9,62,47,0,0,0
0,9,51,65,0,0,0
0,9,45,45,0,0,0
0,9,54,88,1,0,1
0,9,31,18,1,0,2
0,9,71,52,0,0,0
6,0,64,69,1,0,2
6,0,46,68,0,0,0
6,0,64,48,0,0,0
6,0,73,53,0,0,0
6,0,36,55,1,0,1
6,0,49,81,1,0,1
6,0,56,49,0,0,0
6,0,63,51,0,0,0
6,0,32,60,0,0,0
6,10,69,56,0,0,0
6,10,76,65,0,0,0
6,10,59,89,0,0,0
6,10,60,48,0,0,0
6,10,37,43,0,0,0
6,10,41,54,0,0,0
6,11,61,82,0,0,0
6,11,22,26,0,0,0
6,11,43,86,1,0,1
6,11,64,46,0,0,0
6,11,64,53,0,0,0
6,11,63,71,0,0,0
6,11,88,76,0,0,0
6,11,36,43,0,0,0
6,11,91,63,0,0,0
6,11,67,61,0,0,0
6,11,81,67,1,0,1
6,12,76,61,0,0,0
6,13,63,47,0,0,0
6,13,29,30,0,0,0
6,13,46,73,0,0,0
6,13,93,73,1,0,2
6,13,46,47,0,0,0
6,13,65,76,0,0,0
6,13,45,64,0,0,0
6,13,15,16,0,0,0
6,13,41,60,1,0,1
6,14,53,43,0,0,0
6,14,63,47,0,0,0
6,15,63,83,0,0,0
6,15,54,77,0,0,0
6,15,34,52,0,0,0
6,15,46,47,0,0,0
6,15,55,48,0,0,0
6,15,68,80,1,0,2
6,16,43,58,0,0,0
6,16,27,47,0,0,0
6,16,51,61,0,0,0
6,16,44,48,1,0,1
6,16,48,55,0,0,0
6,16,40,66,0,0,0
6,16,65,52,0,0,0
6,16,41,69,0,0,0
6,16,61,49,0,0,0
6,16,55,72,0,0,0
6,16,24,79,0,0,0
6,16,51,71,1,0,1
6,16,40,94,1,0,1
6,16,24,78,0,0,0
6,16,53,44,0,0,0
6,16,61,49,0,0,0
6,17,57,44,0,0,0
6,17,64,77,0,0,0
6,17,64,83,0,0,0
6,17,77,54,1,0,2
6,17,55,46,0,0,0
6,17,29,48,1,0,1
6,17,35,42,0,0,0
6,17,58,53,0,0,0
6,17,29,53,0,0,0
6,17,59,47,1,0,2
6,17,66,60,0,0,0
6,17,45,67,0,0,0
6,17,66,68,0,0,0
6,17,56,73,0,0,0
6,17,88,76,1,0,4
6,18,32,48,0,0,0
6,18,45,57,0,0,0
6,18,66,51,0,0,0
6,18,62,60,0,0,0
6,18,49,93,0,0,0
6,18,70,56,1,0,1
6,18,66,48,0,0,0
6,18,39,55,0,0,0
6,18,52,46,0,0,0
6,18,52,45,0,0,0
6,18,67,53,0,0,0
6,18,37,48,0,0,0
6,18,23,50,1,0,1
6,18,63,64,1,0,6
6,18,61,48,1,0,1
6,18,58,77,0,0,0
6,18,63,53,1,0,1
6,19,52,53,0,0,0
6,19,63,51,0,0,0
6,19,65,78,0,0,0
6,19,58,67,1,0,1
6,19,74,60,1,0,2
6,19,48,49,0,0,0
6,19,56,44,0,0,0
6,19,40,64,0,0,0
6,19,63,47,0,0,0
6,19,41,61,0,0,0
6,19,32,56,0,0,0
6,19,43,88,0,0,0
6,19,86,69,0,0,0
6,19,87,64,0,0,0
6,19,60,65,0,0,0
6,19,55,75,0,0,0
6,19,51,62,0,0,0
6,19,19,11,0,0,0
6,19,48,47,0,0,0
6,19,64,50,0,0,0
6,19,51,62,0,0,0
6,19,31,60,0,0,0
6,19,57,81,0,0,0
6,19,64,66,1,0,1
6,1,42,94,0,0,0
6,1,87,61,0,0,0
6,1,44,47,0,0,0
6,1,63,57,0,0,0
6,1,44,72,0,0,0
6,20,76,54,0,0,0
6,20,36,46,0,0,0
6,20,64,52,0,0,0
6,20,57,54,0,0,0
6,20,26,53,0,0,0
6,20,80,64,1,0,1
6,20,94,74,0,0,0
6,20,44,49,0,0,0
6,20,52,53,1,0,1
6,20,74,58,0,0,0
6,21,53,60,0,0,0
6,21,65,53,0,0,0
6,21,60,46,0,0,0
6,21,43,50,0,0,0
6,21,74,62,0,0,0
6,21,51,54,0,0,0
6,21,56,44,0,0,0
6,21,37,65,0,0,0
6,21,51,45,0,0,0
6,21,47,50,0,0,0
6,22,88,64,0,0,0
6,22,84,56,0,0,0
6,22,62,55,1,0,5
6,22,38,44,0,0,0
6,22,57,79,0,0,0
6,22,71,51,0,0,0
6,22,59,72,0,0,0
6,22,44,77,0,0,0
6,22,32,44,0,0,0
6,22,84,62,1,0,1
6,22,48,83,0,0,0
6,23,43,54,0,0,0
6,23,51,81,1,0,1
6,23,63,48,0,0,0
6,23,51,66,0,0,0
6,23,59,48,0,0,0
6,2,62,47,0,0,0
6,2,52,81,1,0,1
6,2,62,49,0,0,0
6,2,65,46,0,0,0
6,2,83,57,0,0,0
6,2,58,45,0,0,0
6,2,78,66,1,0,2
6,2,55,45,0,0,0
6,2,42,57,0,0,0
6,2,36,63,0,0,0
6,2,35,51,0,0,0
6,3,83,58,0,0,0
6,3,45,72,0,0,0
6,3,61,57,0,0,0
6,3,45,71,1,0,1
6,3,50,48,1,0,3
6,4,76,53,0,0,0
6,4,42,81,0,0,0
6,4,57,96,1,0,1
6,4,64,59,1,0,1
6,4,36,62,1,0,3
6,4,65,51,0,0,0
6,4,58,68,0,0,0
6,4,66,68,0,0,0
6,4,49,49,1,0,1
6,5,55,63,1,0,2
6,5,87,61,0,0,0
6,5,46,76,0,0,0
6,5,18,27,0,0,0
6,5,40,58,0,0,0
6,6,36,54,0,0,0
6,6,9,3,0,0,0
6,6,87,62,0,0,0
6,6,63,71,0,0,0
6,6,77,65,1,0,2
6,6,33,46,0,0,0
6,7,43,65,0,0,0
6,7,80,66,1,0,1
6,7,62,47,0,0,0
6,7,28,29,0,0,0
6,8,45,58,1,0,2
6,8,39,52,0,0,0
6,8,32,58,0,0,0
6,8,91,69,1,0,2
6,9,55,81,0,0,0
6,9,17,16,0,0,0
6,9,66,79,1,0,1
6,9,41,66,0,0,0
6,9,54,67,0,0,0
6,9,63,69,0,0,0
6,9,32,32,0,0,0
6,9,60,89,0,0,0
6,9,24,55,0,0,0
6,9,45,49,1,0,1
6,9,60,50,0,0,0
5,0,41,60,1,0,1
5,0,59,48,0,0,0
5,0,51,78,1,0,1
5,0,44,57,1,0,1
5,0,45,61,1,0,1
5,0,51,79,0,0,0
5,0,42,65,0,0,0
5,0,62,49,0,0,0
5,0,64,52,0,0,0
5,10,49,54,0,0,0
5,10,55,48,0,0,0
5,10,69,55,0,0,0
5,10,61,99,0,0,0
5,10,65,63,0,0,0
5,10,24,53,1,0,1
5,10,65,46,0,0,0
5,10,65,52,1,0,2
5,10,50,84,0,0,0
5,10,27,31,0,0,0
5,10,69,50,0,0,0
5,10,79,66,0,0,0
5,10,74,62,0,0,0
5,10,59,57,0,0,0
5,10,93,73,0,0,0
5,10,83,57,0,0,0
5,10,28,48,0,0,0
5,10,51,43,0,0,0
5,10,54,77,0,0,0
5,10,38,63,0,0,0
5,10,40,94,0,0,0
5,11,77,65,0,0,0
5,11,26,59,0,0,0
5,11,67,54,0,0,0
5,11,53,87,0,0,0
5,11,56,93,0,0,0
5,11,49,46,1,0,1
5,11,23,76,1,0,1
5,11,38,45,0,0,0
5,11,48,76,0,0,0
5,11,63,46,0,0,0
5,11,55,89,0,0,0
5,11,35,66,0,0,0
5,11,59,45,0,0,0
5,11,63,52,0,0,0
5,11,78,59,0,0,0
5,11,95,64,0,0,0
5,12,91,67,0,0,0
5,12,89,73,0,0,0
5,12,51,43,0,0,0
5,12,67,54,0,0,0
5,12,43,60,0,0,0
5,12,37,62,0,0,0
5,12,88,59,0,0,0
5,12,64,57,0,0,0
5,12,41,74,0,0,0
5,12,42,93,0,0,0
5,12,71,55,1,0,1
5,12,46,51,0,0,0
5,12,44,57,1,0,2
5,12,45,44,0,0,0
5,12,66,48,1,0,1
5,12,59,63,0,0,0
5,12,43,55,0,0,0
5,12,46,50,0,0,0
5,12,95,64,1,0,1
5,12,60,84,0,0,0
5,12,46,74,0,0,0
5,13,54,47,0,0,0
5,13,52,43,0,0,0
5,13,62,49,0,0,0
5,13,66,48,0,0,0
5,13,69,75,0,0,0
5,13,64,94,0,0,0
5,13,50,74,0,0,0
5,13,37,44,1,0,1
5,13,51,82,1,0,1
5,13,62,58,1,0,2
5,13,64,53,0,0,0
5,13,53,44,0,0,0
5,13,39,54,1,0,2
5,13,63,95,0,0,0
5,13,34,49,0,0,0
5,13,51,57,0,0,0
5,13,71,55,0,0,0
5,13,46,87,0,0,0
5,13,92,64,1,0,1
5,13,30,52,1,0,1
5,13,53,45,1,0,1
5,13,41,60,0,0,0
5,13,58,85,0,0,0
5,13,36,51,1,0,1
5,13,50,63,0,0,0
5,14,62,49,0,0,0
5,14,11,17,0,0,0
5,14,85,69,1,0,1
5,14,37,55,1,0,1
5,14,67,49,1,0,1
5,14,69,74,1,0,2
5,14,58,47,0,0,0
5,14,55,47,0,0,0
5,14,44,72,0,0,0
5,14,69,50,0,0,0
5,14,22,28,0,0,0
5,14,42,92,0,0,0
5,14,64,47,0,0,0
5,14,50,63,0,0,0
5,14,35,41,0,0,0
5,14,27,54,0,0,0
5,14,60,44,0,0,0
5,15,55,44,0,0,0
5,15,66,59,0,0,0
5,15,36,44,0,0,0
5,15,45,77,0,0,0
5,15,51,63,1,0,2
5,15,45,45,0,0,0
5,15,47,73,1,0,2
5,15,42,54,0,0,0
5,15,64,50,0,0,0
5,15,65,68,0,0,0
5,15,47,46,1,0,4
5,15,63,46,0,0,0
5,15,77,54,1,0,1
5,15,38,53,0,0,0
5,15,89,66,1,0,1
5,15,43,87,1,0,2
5,15,88,60,0,0,0
5,15,63,48,0,0,0
5,15,41,55,0,0,0
5,15,81,67,0,0,0
5,15,39,58,0,0,0
5,15,44,60,1,0,1
5,16,88,60,0,0,0
5,16,35,44,1,0,1
5,16,50,62,1,0,1
5,16,36,44,0,0,0
5,16,43,65,0,0,0
5,16,48,46,0,0,0
5,16,93,71,0,0,0
5,16,29,35,0,0,0
5,16,40,65,0,0,0
5,16,64,48,0,0,0
5,16,62,58,0,0,0
5,16,63,72,0,0,0
5,16,37,55,0,0,0
5,16,62,51,0,0,0
5,16,78,57,0,0,0
5,16,64,52,0,0,0
5,17,94,71,0,0,0
5,17,54,45,0,0,0
5,17,59,71,0,0,0
5,17,81,68,0,0,0
5,17,49,47,0,0,0
5,17,50,57,0,0,0
5,17,74,55,0,0,0
5,17,59,45,0,0,0
5,17,69,55,1,0,1
5,17,60,50,0,0,0
5,17,63,85,0,0,0
5,17,84,64,1,0,2
5,17,62,48,0,0,0
5,17,48,53,0,0,0
5,17,75,54,0,0,0
5,17,53,53,1,0,1
5,17,87,72,0,0,0
5,17,26,56,0,0,0
5,17,55,44,0,0,0
5,17,46,68,0,0,0
5,17,38,54,1,0,1
5,18,52,81,0,0,0
5,18,63,50,0,0,0
5,18,47,47,0,0,0
5,18,57,69,1,0,3
5,18,60,48,0,0,0
5,18,51,66,1,0,1
5,18,37,55,0,0,0
5,18,56,48,0,0,0
5,18,50,62,0,0,0
5,18,61,65,0,0,0
5,18,52,47,0,0,0
5,18,45,62,1,0,7
5,18,47,50,0,0,0
5,18,64,76,0,0,0
5,18,86,59,0,0,0
5,18,91,75,0,0,0
5,18,63,49,0,0,0
5,19,35,52,0,0,0
5,19,63,79,0,0,0
5,19,21,25,0,0,0
5,19,15,6,0,0,0
5,19,40,51,0,0,0
5,19,41,52,0,0,0
5,19,84,58,0,0,0
5,19,28,42,0,0,0
5,19,65,95,0,0,0
5,19,11,7,0,0,0
5,19,37,42,1,0,1
5,1,45,75,0,0,0
5,1,82,59,1,0,2
5,1,89,75,1,0,1
5,1,60,45,0,0,0
5,1,59,46,0,0,0
5,1,90,64,0,0,0
5,1,43,70,0,0,0
5,20,87,64,0,0,0
5,20,41,65,0,0,0
5,20,41,70,0,0,0
5,20,32,58,0,0,0
5,20,60,50,0,0,0
5,20,63,51,0,0,0
5,20,68,75,0,0,0
5,20,29,40,0,0,0
5,20,86,60,0,0,0
5,20,51,78,0,0,0
5,20,67,61,1,0,1
5,20,39,58,0,0,0
5,20,88,60,0,0,0
5,20,62,61,0,0,0
5,20,45,81,0,0,0
5,20,90,70,1,0,1
5,21,45,54,0,0,0
5,21,73,54,1,0,1
5,21,49,82,0,0,0
5,21,36,51,0,0,0
5,21,60,48,0,0,0
5,21,50,83,0,0,0
5,21,31,51,0,0,0
5,21,37,66,0,0,0
5,21,51,49,0,0,0
5,21,62,55,1,0,2
5,22,50,56,1,0,1
5,22,71,56,1,0,1
5,22,41,58,1,0,1
5,22,55,92,0,0,0
5,22,81,59,0,0,0
5,22,63,50,0,0,0
5,22,53,83,0,0,0
5,22,66,60,0,0,0
5,22,42,74,1,0,1
5,22,90,73,1,0,1
5,22,60,48,0,0,0
5,23,75,72,0,0,0
5,23,39,60,0,0,0
5,23,40,62,0,0,0
5,23,67,54,0,0,0
5,23,95,73,1,0,1
5,23,69,51,1,0,1
5,23,62,58,0,0,0
5,23,48,84,1,0,2
5,23,74,54,0,0,0
5,23,50,72,0,0,0
5,23,64,52,1,0,3
5,23,63,51,0,0,0
5,23,45,49,0,0,0
5,2,87,72,0,0,0
5,2,61,89,0,0,0
5,2,40,64,0,0,0
5,2,53,46,0,0,0
5,2,35,59,0,0,0
5,2,57,47,0,0,0
5,2,42,68,0,0,0
5,2,35,54,0,0,0
5,3,62,68,1,0,1
5,3,39,61,0,0,0
5,3,57,46,0,0,0
5,3,65,63,0,0,0
5,3,75,56,0,0,0
5,3,48,53,0,0,0
5,3,61,48,0,0,0
5,4,51,72,0,0,0
5,4,37,68,1,0,2
5,4,48,77,0,0,0
5,4,48,73,0,0,0
5,4,39,55,1,0,1
5,4,30,45,1,0,1
5,5,96,72,0,0,0
5,5,52,53,1,0,1
5,5,42,65,1,0,1
5,5,60,62,0,0,0
5,5,49,92,0,0,0
5,5,25,28,0,0,0
5,6,29,28,1,0,1
5,6,46,74,0,0,0
5,6,52,57,1,0,2
5,6,51,55,0,0,0
5,7,90,70,0,0,0
5,7,73,56,1,0,1
5,8,62,47,0,0,0
5,8,78,57,1,0,1
5,8,42,56,1,0,3
5,8,38,58,0,0,0
5,8,63,90,0,0,0
5,8,36,59,0,0,0
5,9,64,89,0,0,0
5,9,64,70,0,0,0
5,9,57,45,0,0,0
5,9,80,56,0,0,0
5,9,49,62,0,0,0
5,9,82,56,0,0,0
5,9,88,76,1,0,1
4,0,65,80,0,0,0
4,0,50,57,1,0,1
4,0,64,47,0,0,0
4,0,64,82,0,0,0
4,0,55,45,0,0,0
4,10,98,63,0,0,0
4,10,45,64,0,0,0
4,10,21,26,0,0,0
4,10,44,85,1,0,2
4,10,29,90,0,0,0
4,10,62,46,0,0,0
4,10,26,52,0,0,0
4,10,66,60,0,0,0
4,10,45,92,0,0,0
4,10,72,52,1,0,1
4,10,32,41,0,0,0
4,11,56,80,0,0,0
4,11,11,5,0,0,0
4,11,74,52,0,0,0
4,11,66,52,0,0,0
4,11,68,53,0,0,0
4,11,39,52,0,0,0
4,11,66,60,0,0,0
4,11,83,64,0,0,0
4,11,34,41,1,0,1
4,11,56,57,0,0,0
4,11,76,60,1,0,1
4,11,91,62,0,0,0
4,12,85,64,0,0,0
4,12,91,61,0,0,0
4,12,43,47,0,0,0
4,12,61,57,0,0,0
4,12,53,46,0,0,0
4,12,35,42,0,0,0
4,12,50,62,0,0,0
4,12,44,94,1,0,1
4,12,66,47,0,0,0
4,12,55,75,1,0,1
4,12,70,85,0,0,0
4,12,44,67,1,0,1
4,12,35,55,1,0,1
4,12,63,51,0,0,0
4,12,58,69,0,0,0
4,12,30,54,0,0,0
4,12,57,44,0,0,0
4,12,49,54,0,0,0
4,12,67,49,0,0,0
4,13,86,73,0,0,0
4,13,46,55,0,0,0
4,13,56,91,0,0,0
4,13,47,48,0,0,0
4,13,40,53,0,0,0
4,13,57,55,0,0,0
4,13,63,49,0,0,0
4,13,64,48,0,0,0
4,13,37,51,0,0,0
4,13,60,47,0,0,0
4,13,32,59,0,0,0
4,13,41,50,1,0,1
4,13,67,77,1,0,1
4,13,68,49,0,0,0
4,14,85,70,0,0,0
4,14,87,59,1,0,2
4,14,58,48,0,0,0
4,14,92,60,0,0,0
4,14,60,50,0,0,0
4,14,45,91,0,0,0
4,14,50,62,0,0,0
4,14,39,54,0,0,0
4,14,76,57,0,0,0
4,14,80,61,0,0,0
4,14,62,55,0,0,0
4,14,48,46,0,0,0
4,14,32,58,0,0,0
4,14,62,46,0,0,0
4,14,57,49,0,0,0
4,14,57,54,1,0,1
4,14,74,53,0,0,0
4,15,62,48,0,0,0
4,15,55,46,0,0,0
4,15,64,61,0,0,0
4,15,58,69,0,0,0
4,15,50,63,0,0,0
4,15,30,44,1,0,2
4,15,30,44,1,0,2
4,15,83,74,0,0,0
4,15,38,43,0,0,0
4,15,65,50,0,0,0
4,15,59,57,0,0,0
4,15,32,30,0,0,0
4,15,26,30,0,0,0
4,15,35,23,0,0,0
4,15,52,43,0,0,0
4,15,60,45,0,0,0
4,15,62,48,0,0,0
4,15,61,50,0,0,0
4,15,49,54,1,0,1
4,15,53,56,0,0,0
4,15,58,48,0,0,0
4,15,60,49,1,0,1
4,15,61,49,0,0,0
4,15,81,55,1,0,1
4,16,82,68,0,0,0
4,16,53,57,0,0,0
4,16,27,55,0,0,0
4,16,34,59,0,0,0
4,16,62,98,0,0,0
4,16,59,80,0,0,0
4,16,56,90,0,0,0
4,16,52,79,0,0,0
4,16,41,58,0,0,0
4,16,62,51,0,0,0
4,16,59,80,0,0,0
4,16,40,53,0,0,0
4,16,61,49,0,0,0
4,16,87,64,1,0,1
4,16,88,71,0,0,0
4,16,90,72,0,0,0
4,16,51,58,0,0,0
4,16,64,54,0,0,0
4,16,44,57,0,0,0
4,16,35,42,0,0,0
4,16,63,84,0,0,0
4,16,41,88,0,0,0
4,16,17,11,0,0,0
4,16,63,53,0,0,0
4,16,52,90,0,0,0
4,16,59,49,0,0,0
4,16,54,45,0,0,0
4,16,68,55,0,0,0
4,16,75,52,0,0,0
4,16,53,86,0,0,0
4,16,18,10,1,0,2
4,16,54,47,0,0,0
4,16,87,74,1,0,1
4,16,51,78,0,0,0
4,17,78,65,0,0,0
4,17,46,72,0,0,0
4,17,62,72,1,0,1
4,17,75,55,0,0,0
4,17,75,55,1,0,1
4,17,82,70,1,0,1
4,17,78,69,0,0,0
4,17,54,76,0,0,0
4,17,53,56,0,0,0
4,17,56,45,0,0,0
4,17,56,45,0,0,0
4,17,27,55,1,0,3
4,17,62,46,0,0,0
4,17,33,57,0,0,0
4,17,40,95,0,0,0
4,17,19,11,0,0,0
4,17,38,46,1,0,1
4,17,65,55,1,0,5
4,17,46,74,0,0,0
4,17,39,66,0,0,0
4,17,64,52,0,0,0
4,17,44,46,0,0,0
4,17,85,66,0,0,0
4,17,61,98,0,0,0
4,17,75,54,1,0,1
4,17,71,56,1,0,1
4,17,53,46,0,0,0
4,17,46,55,0,0,0
4,18,52,55,0,0,0
4,18,61,48,0,0,0
4,18,23,24,0,0,0
4,18,70,57,0,0,0
4,18,90,70,1,0,1
4,18,51,82,1,0,1
4,18,56,75,1,0,1
4,18,91,69,1,0,2
4,18,82,61,1,0,1
4,18,64,48,0,0,0
4,18,47,48,0,0,0
4,18,31,54,0,0,0
4,18,61,46,0,0,0
4,18,65,48,0,0,0
4,18,59,49,0,0,0
4,18,45,90,0,0,0
4,18,51,83,0,0,0
4,18,58,57,0,0,0
4,18,56,54,0,0,0
4,18,38,63,0,0,0
4,18,52,61,0,0,0
4,18,43,75,0,0,0
4,18,45,55,0,0,0
4,18,96,74,0,0,0
4,18,45,49,0,0,0
4,18,25,50,0,0,0
4,18,32,58,0,0,0
4,18,61,57,0,0,0
4,18,50,81,0,0,0
4,18,27,88,0,0,0
4,18,87,61,0,0,0
4,18,91,69,0,0,0
4,18,40,63,0,0,0
4,18,42,92,0,0,0
4,19,30,46,0,0,0
4,19,57,54,0,0,0
4,19,61,73,0,0,0
4,19,15,14,0,0,0
4,19,42,55,0,0,0
4,19,50,85,0,0,0
4,19,29,22,1,0,3
4,19,87,63,0,0,0
4,19,68,81,0,0,0
4,19,30,23,0,0,0
4,19,79,54,1,0,2
4,19,65,46,0,0,0
4,19,90,69,0,0,0
4,20,53,53,0,0,0
4,20,57,63,0,0,0
4,20,54,84,0,0,0
4,20,38,67,0,0,0
4,20,60,49,0,0,0
4,20,23,54,1,0,1
4,20,77,66,1,0,1
4,20,59,64,0,0,0
4,20,45,90,0,0,0
4,20,68,50,0,0,0
4,20,65,79,0,0,0
4,20,53,56,1,0,2
4,20,91,67,1,0,1
4,20,78,75,0,0,0
4,20,30,26,0,0,0
4,20,80,72,0,0,0
4,20,63,60,0,0,0
4,20,46,74,1,0,3
4,20,55,93,0,0,0
4,20,46,66,0,0,0
4,20,62,48,0,0,0
4,20,35,31,1,0,2
4,20,75,59,1,0,2
4,20,61,70,1,0,1
4,20,87,64,0,0,0
4,20,64,49,0,0,0
4,21,79,78,0,0,0
4,21,31,59,0,0,0
4,21,60,45,0,0,0
4,21,64,48,0,0,0
4,21,38,59,1,0,1
4,21,45,64,0,0,0
4,21,82,75,1,0,1
4,21,77,59,0,0,0
4,21,83,58,0,0,0
4,21,47,74,0,0,0
4,21,46,60,0,0,0
4,21,36,64,0,0,0
4,21,26,30,0,0,0
4,21,61,72,1,0,2
4,21,47,86,0,0,0
4,21,46,70,0,0,0
4,21,60,50,0,0,0
4,21,60,54,0,0,0
4,21,80,56,0,0,0
4,21,53,61,0,0,0
4,21,77,54,0,0,0
4,21,57,48,0,0,0
4,21,50,69,0,0,0
4,22,64,49,0,0,0
4,22,48,94,0,0,0
4,22,48,71,0,0,0
4,22,38,59,1,0,1
4,22,36,45,0,0,0
4,22,65,53,1,0,1
4,22,58,64,0,0,0
4,22,55,56,0,0,0
4,22,52,57,1,0,1
4,22,46,75,1,0,1
4,22,64,52,0,0,0
4,22,60,54,1,0,1
4,22,63,72,0,0,0
4,22,89,66,1,0,1
4,22,70,50,0,0,0
4,23,60,47,0,0,0
4,23,68,77,0,0,0
4,23,55,77,0,0,0
4,23,26,85,0,0,0
4,23,80,68,1,0,1
4,23,82,59,0,0,0
4,23,62,48,0,0,0
4,23,51,90,0,0,0
4,23,46,74,0,0,0
4,23,59,46,0,0,0
4,23,59,45,0,0,0
4,23,84,58,1,0,1
4,2,71,57,1,0,1
